LEAD_TITLE,LEAD_SOURCE,LEAD_STATUS,LEAD_ACCOUNT_NAME,LEAD_OPPORTUNITY_NAME,LEAD_FULL_NAME,LEAD_PRIMARY_ADDRESS_POSTCODE,LEAD_PRIMARY_ADDRESS_STREET,STATE_ID
Mr.,Trade Show,Dead,,,Charity Perry,Z5U 3RZ,658-5630 Aliquam Rd.,409
Mrs.,Web Site,Assigned,,,Alyssa Murphy,RT7X 4XB,919-2614 Diam Avenue,99
Mrs.,Direct Mail,Assigned,,,Yuli Little,EA8 5TX,"P.O. Box 642, 1666 Semper Street",476
Mrs.,Partner,New,,,Bianca Mayer,Q00 3OU,"Ap #616-6827 A, Rd.",190
Ms.,Existing Customer,Converted,,,Simone Swanson,KH50 5PI,"P.O. Box 191, 8667 Vestibulum Rd.",35
Mrs.,Email,In Process,,,Ina Bass,DE4 8XO,Ap #799-6178 Adipiscing. St.,391
Ms.,Campaign,Dead,,,Dante Sweeney,Z7P 3GG,7854 Tristique Av.,26
Ms.,Other,New,,,Wynne Battle,CR66 4QJ,"P.O. Box 612, 8046 Scelerisque Rd.",283
Mrs.,Public Relations,Recycled,,,Jenette Roberts,WQ3N 3PQ,938-690 Lorem Rd.,87
Ms.,Cold Call,Converted,,,Carlos Allison,T3G 9KB,Ap #586-1196 Ut St.,526
Ms.,Word of mouth,Assigned,,,Ethan Munoz,CL8Y 0QO,"Ap #977-2425 Orci, St.",515
Ms.,Direct Mail,In Process,,,Jocelyn Hebert,PD9J 1ET,Ap #953-5248 Est St.,198
Mrs.,Employee,Assigned,,,Maxine Leon,B4Z 7TY,"P.O. Box 279, 8119 Consequat Rd.",231
Mr.,Self Generated,Dead,,,Alvin Rollins,JX07 5TP,"P.O. Box 207, 6867 Nonummy Rd.",33
Mrs.,Existing Customer,Dead,,,Sonia Rodgers,PJ1T 6FW,715-5235 Eu St.,275
Ms.,Public Relations,Converted,,,Lance Clemons,MP54 5DF,Ap #806-8217 Venenatis Ave,82
Mr.,Self Generated,Recycled,,,Alexa Carrillo,J88 5OK,5998 Eget Avenue,77
Ms.,Web Site,In Process,,,Harper Vinson,V4 8QM,Ap #649-1238 Nascetur Rd.,321
Mrs.,Existing Customer,In Process,,,Cailin Moore,B01 3VX,2836 Ipsum. St.,333
Ms.,Employee,New,,,Shea Fitzpatrick,DY5F 0VP,"9209 Sed, St.",120
Ms.,Existing Customer,New,,,Vera Irwin,MM0L 2XX,Ap #185-481 Orci. Road,249
Mr.,Web Site,Converted,,,Gray Valenzuela,IF1 5PQ,482-1367 Luctus St.,229
Ms.,Word of mouth,Recycled,,,Davis Moody,B6 2IZ,4306 Ipsum Rd.,265
Ms.,Other,Dead,,,Axel Fields,N8F 3MQ,Ap #961-342 Nam Road,424
Ms.,Self Generated,Recycled,,,Justina Powers,XS1 9IL,Ap #273-7969 Amet St.,89
Ms.,Cold Call,Converted,,,Brett Richards,Q8 4IG,2865 Taciti St.,87
Ms.,Other,In Process,,,Neville Berger,H6 5KX,Ap #774-5449 Magnis Avenue,529
Mr.,Partner,In Process,,,Iris Haynes,BY5X 0IP,"P.O. Box 665, 7606 Eget, Street",143
Ms.,Cold Call,In Process,,,Mollie Pennington,LP40 2JS,Ap #197-3236 Mollis. St.,137
Mr.,Self Generated,New,,,Rhonda Robbins,H9 4JY,5770 Magna Street,279
Mrs.,Other,Dead,,,Armando Kline,TT1H 6MX,4683 Mauris Rd.,172
Ms.,Employee,Recycled,,,Oleg Michael,BA0T 0MC,338-4663 Nullam Rd.,91
Ms.,Public Relations,Recycled,,,Vanna Albert,W5X 9YJ,Ap #594-9601 Ante Rd.,455
Mrs.,Existing Customer,New,,,Casey Freeman,UY4Q 2MQ,"P.O. Box 199, 8700 A Avenue",175
Mr.,Email,Converted,,,Dora Finley,C1Z 7SB,"P.O. Box 965, 5253 Scelerisque Avenue",195
Ms.,Other,In Process,,,Fitzgerald Tanner,P2J 9TZ,5979 Sodales. Rd.,164
Mr.,Trade Show,Recycled,,,Montana Larson,JR31 7JH,856-7835 Tincidunt Street,215
Mrs.,Email,Assigned,,,Kieran Hunt,WV7 6OO,6091 Cursus St.,465
Mr.,Partner,Recycled,,,Odysseus Patel,TF40 7AT,2663 Morbi Rd.,229
Mr.,Cold Call,Assigned,,,Lana Beck,Q46 0RF,527 Auctor Rd.,136
Mrs.,Public Relations,Converted,,,Jesse Holder,U22 5OX,159-3505 Neque St.,411
Mr.,Word of mouth,New,,,Lance Knight,NF41 7HR,6919 Sociis Rd.,460
Mrs.,Campaign,In Process,,,Genevieve Hansen,UE1J 0HV,Ap #442-9351 A Rd.,195
Mr.,Email,Recycled,,,Vanna Henson,J65 8SK,"P.O. Box 190, 2509 Ornare Street",464
Ms.,Direct Mail,In Process,,,Xantha Watts,E7Q 9UM,"P.O. Box 120, 2432 Justo Ave",249
Mrs.,Email,Recycled,,,Felicia Price,IO8 8XR,"6416 Id, Road",224
Mrs.,Email,In Process,,,Moses Blankenship,U8 9BH,Ap #552-5002 Ut Rd.,440
Mr.,Trade Show,Converted,,,Julian Forbes,RO6E 1WL,Ap #835-3068 Dolor Avenue,33
Mrs.,Campaign,Assigned,,,Raphael Lara,VN8H 8NC,4987 Egestas Avenue,12
Mr.,Campaign,Assigned,,,Rina Pruitt,S9 7PN,Ap #546-5338 Sed Av.,469
Mr.,Word of mouth,Assigned,,,Matthew Cabrera,DU18 0XO,"P.O. Box 970, 3602 Tellus Rd.",244
Ms.,Partner,New,,,Gemma Moore,HV6W 7TH,"P.O. Box 788, 4254 A St.",246
Mrs.,Word of mouth,Assigned,,,Halla Henson,CT2 9GT,"P.O. Box 957, 9593 Proin Rd.",99
Mr.,Conference,Assigned,,,Ann Maldonado,XA6 2SA,"814-4976 Eget, Avenue",465
Ms.,Self Generated,In Process,,,Yen Torres,U64 4WI,Ap #283-8901 Nunc St.,138
Ms.,Trade Show,Recycled,,,Magee Holder,RL76 9UA,499-1109 Fermentum Av.,423
Mr.,Public Relations,In Process,,,Dai Kaufman,YW2N 1GB,5327 Arcu. Road,90
Ms.,Public Relations,Recycled,,,Hedy Donovan,VV2 7RZ,"P.O. Box 959, 6439 Duis St.",397
Mr.,Word of mouth,Recycled,,,Aspen Valentine,M17 7MR,Ap #179-6482 Pellentesque. St.,422
Mrs.,Conference,Recycled,,,Mercedes Middleton,IM4A 5WV,925 Blandit St.,99
Ms.,Partner,In Process,,,Macon Wooten,DW4 6QS,"146-3437 Nostra, Rd.",385
Mrs.,Campaign,Converted,,,Ezekiel Lyons,Z8D 3DR,335-8582 Ultrices Avenue,212
Mr.,Self Generated,Dead,,,Madison Black,T0Q 2VW,Ap #653-821 Aliquet Road,307
Mr.,Email,Recycled,,,Hall Patel,S48 4IF,Ap #539-1604 Morbi Rd.,333
Mrs.,Word of mouth,Recycled,,,Clinton Hester,LI1 0CT,1204 Consequat Road,162
Mr.,Direct Mail,Assigned,,,Lavinia Allen,QR24 5KA,"P.O. Box 527, 4525 Ligula St.",403
Mrs.,Employee,In Process,,,Stewart Vang,K4 0NF,592-4449 Auctor. St.,481
Mrs.,Existing Customer,Recycled,,,Magee Pratt,P4J 3HR,"P.O. Box 649, 560 Mauris St.",379
Mrs.,Existing Customer,Converted,,,Jasper Rice,A4 9AZ,"P.O. Box 464, 1209 Sem St.",305
Ms.,Conference,Converted,,,Rylee Craft,K5 2PV,Ap #889-6097 Ac Avenue,346
Ms.,Campaign,Recycled,,,Cathleen Bryant,VG3W 9RU,9474 Ipsum. St.,400
Mrs.,Public Relations,New,,,Mariko Richmond,YZ0 4OL,"P.O. Box 774, 5552 Elementum Av.",468
Mrs.,Web Site,Converted,,,Kadeem Ray,QE8G 4UU,154-4844 Tellus St.,211
Mr.,Word of mouth,In Process,,,Emerald Donaldson,FO9B 4UM,961 Vitae St.,115
Mrs.,Campaign,Converted,,,Elmo Kramer,NF6 4RQ,Ap #668-8963 Euismod Avenue,122
Mr.,Employee,Assigned,,,Prescott Mclaughlin,MF92 0TD,Ap #618-161 Sit Ave,17
Mr.,Employee,New,,,Amos Fuller,Q8 8OZ,"P.O. Box 482, 6151 Lobortis Street",366
Ms.,Word of mouth,Converted,,,Bruce Beach,T42 3QJ,2823 Odio. Ave,375
Mrs.,Partner,New,,,Mariko Mcbride,K8K 0GR,"P.O. Box 946, 9379 Sapien. Road",244
Mrs.,Trade Show,In Process,,,Preston Carter,XR4 1CF,746-6733 Senectus Av.,248
Ms.,Employee,New,,,Joel Miranda,ND72 8SJ,Ap #709-2700 Dignissim Av.,74
Mr.,Self Generated,Assigned,,,Orla Christensen,YU5 9MH,"P.O. Box 753, 8347 Aliquam Rd.",392
Mr.,Public Relations,New,,,Constance Murray,G9 5RY,8498 Dolor. Av.,464
Mrs.,Email,Recycled,,,Alika Barlow,YI30 9KQ,529-9272 Vitae Ave,521
Mr.,Other,Dead,,,Kylie Snyder,NW16 6VV,"P.O. Box 836, 7492 Malesuada St.",391
Mr.,Conference,Assigned,,,Calista Pope,HT70 1RT,"P.O. Box 826, 5912 Elit, Ave",466
Ms.,Cold Call,Dead,,,Sierra Prince,B69 0BR,"P.O. Box 113, 690 Nunc Rd.",59
Ms.,Email,Recycled,,,Bianca Pollard,GN99 1HO,"P.O. Box 204, 8545 Ipsum St.",261
Ms.,Campaign,In Process,,,Akeem Nelson,DY4 6IX,"P.O. Box 499, 9132 Cum St.",466
Mrs.,Word of mouth,Recycled,,,Daphne Norman,WU8 6HR,Ap #869-9889 Pharetra. Street,520
Ms.,Employee,Recycled,,,Hadley Robbins,JX65 4DS,4955 Orci Rd.,184
Mr.,Direct Mail,Dead,,,Samantha Kerr,U54 3TU,"P.O. Box 209, 1336 Eu Rd.",384
Mrs.,Other,Recycled,,,Nyssa Riley,J2 9LQ,"377-824 Iaculis, Rd.",477
Mrs.,Existing Customer,In Process,,,August Guerra,LE7 1CZ,"P.O. Box 928, 4127 Mattis. Rd.",133
Ms.,Existing Customer,In Process,,,Flynn Witt,A9G 5CC,980 Neque. Street,269
Mr.,Public Relations,Dead,,,Kaitlin Grant,YT4B 0DN,"P.O. Box 447, 635 A, Road",356
Mrs.,Campaign,Dead,,,Flavia Mcleod,CN55 3XQ,313-1243 Ridiculus St.,144
Ms.,Other,Converted,,,Olga Hatfield,M9 0TU,661-4532 Ornare Road,10
Mrs.,Other,Dead,,,Caleb Santos,L3 7PD,"Ap #779-9675 Quam, Av.",285
Ms.,Email,In Process,,,Avye Reyes,I45 0BU,173-1007 Convallis St.,45
Mrs.,Existing Customer,Dead,,,Hanna Clemons,J4 5HQ,2738 Felis. Road,169
Mrs.,Public Relations,Recycled,,,Carl Ramos,J59 0FE,400-4051 Amet Rd.,464
Ms.,Direct Mail,Converted,,,Ramona Burris,DF8J 1XQ,955-3656 Amet Av.,332
Mr.,Email,Converted,,,Kathleen Holder,R0Z 5OE,"P.O. Box 645, 2051 Metus. Street",375
Mrs.,Employee,New,,,Ria Shelton,UD45 5LP,Ap #427-1626 Pede. Ave,64
Mrs.,Public Relations,In Process,,,Steel Anthony,QI34 8IZ,"P.O. Box 960, 3663 Dignissim Street",7
Ms.,Web Site,In Process,,,Berk Grimes,D5P 9LN,"P.O. Box 914, 5881 Cras Rd.",435
Mr.,Employee,In Process,,,Zelenia Love,UQ4 2VU,Ap #398-657 Non Avenue,528
Ms.,Employee,Converted,,,Nadine Mayo,WP99 2VV,Ap #668-5919 Sed Rd.,375
Ms.,Trade Show,New,,,Amir Steele,TO38 9KV,475-4365 Tincidunt Road,490
Ms.,Conference,Assigned,,,Shelly Cameron,EP6 3AD,"646-1882 Tincidunt, Av.",351
Mrs.,Web Site,New,,,Keegan Barlow,DO6 2UK,468-1865 Dolor St.,185
Mr.,Existing Customer,Converted,,,Orli Pacheco,CC40 8AB,"P.O. Box 941, 1838 Nullam St.",326
Ms.,Self Generated,Converted,,,Fiona Calderon,Y6 6BV,"P.O. Box 655, 5986 Sed, Avenue",205
Mrs.,Direct Mail,In Process,,,Angela Blair,JA7 1KJ,3609 In Av.,418
Ms.,Word of mouth,Assigned,,,Rina Christian,P0C 5AG,"446-4382 Tincidunt, Rd.",343
Mrs.,Cold Call,New,,,Cally Peters,AI4X 1DD,617 Odio. Rd.,284
Mr.,Trade Show,Converted,,,Veda Zimmerman,C28 1ZT,"P.O. Box 115, 9590 At, Rd.",301
Mr.,Cold Call,In Process,,,Blaine Trevino,SB2 0SL,"P.O. Box 252, 4951 Et Av.",185
Mr.,Email,New,,,Melinda Vega,LW2 9TI,"P.O. Box 984, 2419 Semper Rd.",403
Ms.,Conference,Assigned,,,Aidan Hanson,I6 3FW,Ap #491-2191 Eget Ave,79
Mr.,Word of mouth,Assigned,,,Kibo Tanner,G9J 2HX,Ap #638-8354 Lorem Ave,214
Ms.,Web Site,Recycled,,,Sloane Crosby,HP5Z 1GY,"P.O. Box 475, 1217 Turpis St.",482
Mr.,Partner,Assigned,,,Dante Long,L9X 2OX,120-6497 Sagittis. Av.,466
Mr.,Existing Customer,Converted,,,Alec Montgomery,PM7F 4DK,648-4683 Faucibus Road,207
Ms.,Web Site,Converted,,,Noah Bennett,D5V 1YE,Ap #913-6199 Phasellus Avenue,432
Mrs.,Public Relations,In Process,,,Haviva Guthrie,OI1 0DL,"P.O. Box 356, 1572 Turpis Avenue",281
Ms.,Public Relations,Dead,,,Maite Workman,U5G 1XM,910-9328 Non St.,434
Mr.,Partner,New,,,Keane Prince,DF48 3JV,"P.O. Box 269, 7534 Ipsum St.",468
Mrs.,Word of mouth,In Process,,,Lana Schroeder,W1 6VZ,370-5850 Quisque Av.,487
Mrs.,Word of mouth,Dead,,,Rhea Britt,P08 4ZF,"P.O. Box 934, 5978 Integer Av.",218
Ms.,Employee,Recycled,,,Grant Sawyer,MK71 2TR,799-1778 Neque. Road,134
Mrs.,Public Relations,New,,,Aimee Stone,N4 7DZ,Ap #467-6701 Facilisis. Rd.,147
Ms.,Trade Show,Converted,,,Anika Workman,Y4B 8HU,544-5098 Ultrices Rd.,99
Mr.,Employee,Recycled,,,Sage Powers,DI3T 5TV,404-1036 Ipsum. Rd.,500
Mrs.,Other,In Process,,,Cheryl Bishop,YZ8 3PP,203-8030 Etiam St.,423
Ms.,Email,New,,,Ross Mayo,QV80 9CS,9030 Nonummy Rd.,392
Ms.,Employee,In Process,,,Ryder Hogan,H00 7VZ,7263 Eget Street,530
Ms.,Email,Dead,,,Dara Mccullough,HX78 5GS,6576 Nullam Rd.,63
Mrs.,Email,Assigned,,,Kimberly Oneill,BC5 2ZN,Ap #484-1229 Felis Rd.,482
Mr.,Conference,New,,,Deanna Ewing,KP0 6JQ,"761-9814 Ante, Road",36
Ms.,Partner,In Process,,,Kirestin Ingram,O08 8OT,Ap #965-8593 Ac Rd.,502
Mrs.,Public Relations,In Process,,,Brenden Walls,SC27 8JX,"P.O. Box 755, 2776 Aliquam St.",186
Mrs.,Web Site,Recycled,,,Ruby Holden,W08 8MZ,329-3973 Nulla. Road,166
Ms.,Public Relations,Converted,,,Raphael Mckinney,EA78 6WU,Ap #619-2814 Mattis Ave,102
Mr.,Direct Mail,Recycled,,,Cheyenne Sears,R4D 8OG,"P.O. Box 645, 980 Elit. St.",55
Mr.,Web Site,Dead,,,Hedda David,FL68 0AL,863-7586 Tristique Ave,299
Mrs.,Campaign,Converted,,,Whoopi Melendez,CW98 9US,129-4461 Senectus Street,228
Mrs.,Public Relations,New,,,Rose Bryan,V78 5SE,"2305 Montes, Rd.",102
Mr.,Campaign,Converted,,,Tallulah Rose,NK18 2BU,352-4410 Malesuada Rd.,115
Mr.,Trade Show,In Process,,,Hayfa Singleton,KK9H 1VD,"P.O. Box 937, 5227 Sed Rd.",422
Ms.,Web Site,In Process,,,Stephen Foley,VV0W 4XR,Ap #578-8225 Sapien Av.,117
Mrs.,Word of mouth,Assigned,,,Leilani Schmidt,W15 4IF,476-2407 Donec Rd.,322
Mrs.,Campaign,Assigned,,,Donovan Ellison,X8 9AN,9776 Egestas Av.,138
Ms.,Cold Call,Assigned,,,Emerald Bauer,LR0H 5OR,4790 Velit Rd.,322
Mr.,Email,Recycled,,,Brenden Bean,U9G 6BS,703-6147 Diam Road,47
Mr.,Email,Dead,,,Tashya Hunter,M6H 2OL,404-7009 Lobortis Av.,195
Ms.,Web Site,In Process,,,Lareina Gardner,B54 3KB,"P.O. Box 329, 8064 Et Avenue",26
Ms.,Direct Mail,Dead,,,Timon Dawson,LI03 7DH,2804 Enim St.,98
Ms.,Public Relations,Assigned,,,Charde Hurst,D8 0JB,926-6320 Turpis Street,312
Mr.,Trade Show,Assigned,,,Raphael Soto,Y8J 7LX,Ap #552-3606 Suscipit Avenue,163
Ms.,Campaign,Dead,,,Amethyst Gonzalez,I7T 5UR,"P.O. Box 313, 7622 Hendrerit Av.",427
Ms.,Direct Mail,In Process,,,Angela Holt,Z90 6JA,6520 Cubilia St.,171
Ms.,Employee,Converted,,,Hunter Gibson,TD43 7KC,113 Quisque Street,244
Mr.,Other,In Process,,,Karen Alvarado,V55 9PO,"P.O. Box 418, 4046 Non Av.",469
Mrs.,Employee,Dead,,,Deanna Chang,D2 7AX,"P.O. Box 156, 567 Torquent Avenue",197
Mrs.,Word of mouth,Recycled,,,Lucius Rowland,E3 4AX,9628 Urna Ave,366
Mrs.,Partner,Assigned,,,Ora Boyer,EM9A 8JP,8101 Nulla St.,211
Ms.,Campaign,Assigned,,,Libby Wilder,XJ7 6II,210-8131 Feugiat. Road,119
Mr.,Employee,New,,,Roth Compton,W3L 6TC,Ap #926-6930 Arcu. Street,65
Mrs.,Employee,Dead,,,Jessica Finch,BS0 7YX,4010 Mattis. Ave,28
Mrs.,Campaign,Recycled,,,Eaton Moran,M7 4KP,Ap #482-5215 Tortor. Street,363
Mr.,Existing Customer,Assigned,,,Seth Conner,YW3 8JO,"657-2010 Non, Ave",267
Ms.,Direct Mail,New,,,Kasimir Shepard,S1 7NH,5495 Nunc Rd.,417
Mrs.,Conference,Recycled,,,Adele Lawrence,C3E 1OC,838-6165 Donec Street,177
Mr.,Direct Mail,In Process,,,Cara Christian,CO7 4PQ,666-7948 Malesuada St.,348
Mr.,Web Site,Recycled,,,Len Campos,MW5 5UE,Ap #811-536 Consequat Rd.,70
Mrs.,Self Generated,Recycled,,,Brianna Bartlett,H5Q 9FJ,Ap #635-3268 Integer Av.,208
Ms.,Campaign,In Process,,,Murphy Morton,Q7 3AU,"P.O. Box 903, 2706 Ultricies St.",241
Ms.,Public Relations,Assigned,,,Nathan Hanson,K54 0DF,Ap #444-5087 Enim Ave,284
Mrs.,Employee,Dead,,,Kadeem House,L6I 4PP,"P.O. Box 178, 1598 Condimentum Street",239
Mr.,Direct Mail,In Process,,,Jeremy White,S4M 5NN,"P.O. Box 497, 6833 Erat St.",525
Mr.,Conference,New,,,Illiana Nunez,MP96 2QO,"Ap #622-9832 A, Road",506
Mr.,Employee,Converted,,,Anastasia Oneill,B4Q 9IO,"Ap #750-890 Egestas, Street",354
Mr.,Existing Customer,Dead,,,Blossom Rios,XQ2B 6RU,272-9494 Cubilia Ave,332
Mrs.,Self Generated,In Process,,,Reece Webb,X1V 6RS,198-1066 Diam Rd.,394
Mr.,Self Generated,In Process,,,Kyla Tyson,XE5 0EA,"690-7501 Eu, Rd.",146
Ms.,Trade Show,In Process,,,Gavin Reeves,F5 1AT,5353 Massa Rd.,8
Mr.,Cold Call,New,,,Brody Becker,D68 1PL,199-9612 Nisi Rd.,58
Ms.,Cold Call,Recycled,,,Kamal Whitehead,DD8 6DT,3422 Sociosqu Rd.,210
Mrs.,Self Generated,Dead,,,Hammett Fuentes,S39 2GP,"P.O. Box 955, 6019 Lorem, Road",87
Mr.,Direct Mail,Dead,,,Alice Williamson,J0 3IM,Ap #686-3264 Sagittis Avenue,437
Mr.,Direct Mail,Converted,,,Karyn Buck,I25 1XO,576-1560 Molestie Rd.,16
Mr.,Employee,Dead,,,Macaulay Kramer,FE0 9YP,2739 Ipsum. Street,493
Mr.,Trade Show,Assigned,,,Harlan Reynolds,S5 3VM,"P.O. Box 213, 8214 Mauris Rd.",107
Mr.,Email,Converted,,,Blaine Curry,L3G 3JJ,408 Vestibulum St.,148
Ms.,Campaign,Dead,,,Nigel Washington,GM2W 8YO,6849 In Avenue,89
Mr.,Employee,In Process,,,Michael Lott,JC21 4TG,8742 Euismod St.,268
Ms.,Other,New,,,Calvin Cooper,O9K 3BO,Ap #526-2384 Elementum Road,2
Mr.,Existing Customer,In Process,,,Chase Copeland,F99 7GB,5423 Nibh St.,269
Mr.,Word of mouth,Recycled,,,Daniel Snyder,LN3 5VT,6715 Erat. St.,190
Ms.,Email,In Process,,,Orlando Stewart,NW5E 4FE,"Ap #627-8411 Semper, Road",285
Mr.,Direct Mail,Assigned,,,Ulla Miller,L8E 3AA,Ap #417-5983 Mauris Rd.,362
Mr.,Other,New,,,Barry Vazquez,H6G 4JM,"P.O. Box 800, 4483 Sem Rd.",239
Mrs.,Other,New,,,David Villarreal,D4 5LD,"P.O. Box 758, 9090 Congue Av.",132
Mrs.,Word of mouth,In Process,,,Herrod Jordan,EX17 5NF,Ap #764-1592 Ac Rd.,183
Ms.,Self Generated,Assigned,,,Maite Mccullough,ZP1T 5ZG,3009 Libero. St.,85
Mr.,Existing Customer,In Process,,,Sebastian Richards,FX0G 0GV,"Ap #303-3212 Semper, Road",1
Mrs.,Web Site,New,,,Gwendolyn Gentry,HL6J 8TK,5158 A Rd.,314
Ms.,Web Site,Recycled,,,Noble Barlow,X7 0WC,Ap #547-1471 Egestas St.,216
Mr.,Campaign,Assigned,,,Sydnee Ramsey,P6 8TP,"P.O. Box 705, 3487 Parturient St.",437
Mrs.,Email,New,,,Noelani Velasquez,U2 9WI,7861 Nonummy Av.,472
Mrs.,Word of mouth,In Process,,,Kato Farley,X94 0MC,Ap #671-4476 Risus Road,370
Mrs.,Web Site,Recycled,,,Abbot Salazar,D4 7RF,"P.O. Box 660, 9150 Pede, Rd.",501
Mr.,Public Relations,Dead,,,Hanae Mckinney,X45 4HT,9570 At Road,501
Ms.,Cold Call,New,,,Mira Fisher,RK2K 9TD,"P.O. Box 424, 9481 Quisque Rd.",31
Ms.,Email,Assigned,,,Kermit Hatfield,PA2 4KX,"P.O. Box 334, 3087 Ullamcorper. St.",145
Ms.,Employee,Dead,,,Martin Cameron,V61 5ZQ,"P.O. Box 260, 4499 Facilisis. St.",216
Mrs.,Other,Converted,,,Joan Douglas,BM3H 5EE,"Ap #735-7018 Vel, St.",17
Ms.,Self Generated,In Process,,,Brooke Houston,D18 0ZW,"Ap #395-4880 Non, Rd.",226
Ms.,Employee,Converted,,,Sylvia Miranda,VA4 7QJ,861-9887 Ullamcorper Avenue,227
Ms.,Other,Assigned,,,Dennis Sanchez,L67 2AL,4926 Nunc St.,308
Ms.,Other,New,,,Stephen England,VX9Z 1NI,"P.O. Box 379, 5591 Nulla St.",385
Mr.,Direct Mail,Assigned,,,Shelly Singleton,YO86 3JG,Ap #250-5541 Nunc Av.,139
Ms.,Partner,In Process,,,Gannon Knight,R6S 3AF,Ap #761-2079 Lectus Street,16
Mrs.,Self Generated,Recycled,,,Fitzgerald Kirby,J3 5UT,Ap #462-5908 Mi Rd.,347
Ms.,Campaign,New,,,Moana Johns,M1 5MQ,"P.O. Box 922, 3348 Tellus Av.",153
Mr.,Direct Mail,Converted,,,Evangeline Velez,XD17 3CM,"P.O. Box 814, 2869 Morbi Rd.",419
Mrs.,Public Relations,In Process,,,Kermit Meadows,ND72 8EG,913-9274 Metus St.,294
Mr.,Employee,Assigned,,,James Workman,DN0F 3KB,"4175 Iaculis, Av.",395
Mr.,Public Relations,Dead,,,Reuben Mays,D3 6IK,"P.O. Box 806, 966 Pede, Avenue",487
Ms.,Conference,In Process,,,Nicole Brown,CS7T 4RL,251-4868 Tincidunt St.,101
Ms.,Self Generated,Dead,,,Larissa Abbott,BX1 6AH,1460 Nec Av.,328
Ms.,Cold Call,Converted,,,Gemma Perry,VR1W 2VR,716-8936 Sed St.,434
Mrs.,Campaign,Converted,,,Ahmed Gregory,B93 6DR,"P.O. Box 413, 6802 Nunc Av.",195
Mrs.,Existing Customer,Recycled,,,Kessie Schroeder,V85 2KJ,669-9028 Vivamus Rd.,404
Mr.,Email,Converted,,,Alexander Waller,NU3C 8QF,856-1099 Amet Avenue,162
Ms.,Direct Mail,Dead,,,Levi Caldwell,YG7U 7FE,"P.O. Box 344, 2209 Suspendisse Rd.",526
Mr.,Self Generated,Recycled,,,Alexa Weiss,X0N 3RM,746-9504 Dolor St.,68
Mrs.,Direct Mail,New,,,Bradley Walters,D6 4SQ,9506 Enim. Avenue,132
Ms.,Conference,Converted,,,Lydia Lang,EP0 5JK,9322 Sit St.,113
Ms.,Self Generated,Assigned,,,Lacy Chapman,R2K 6XG,"Ap #936-9041 Vulputate, Ave",184
Mr.,Employee,Recycled,,,Julian Hudson,D8A 3TA,"P.O. Box 332, 9928 Ut Rd.",45
Mr.,Trade Show,Converted,,,Kylan Osborne,AM0 9SX,749-4583 Mi St.,379
Mrs.,Cold Call,Recycled,,,Kay Francis,EW2T 9TE,Ap #120-1729 Consequat Road,35
Ms.,Web Site,Recycled,,,Brynn Frye,NO36 2TU,5620 Bibendum Ave,524
Mrs.,Conference,Converted,,,Rigel Patterson,VQ4 0CZ,534-3266 Nam Road,241
Mr.,Direct Mail,Assigned,,,Dustin Macdonald,Q48 2QZ,"P.O. Box 443, 8426 Amet Rd.",132
Mrs.,Self Generated,Converted,,,Emerson Blackwell,SL0 0IJ,748-4630 Scelerisque St.,287
Ms.,Other,Recycled,,,Lillith Navarro,IE6 1JS,1049 Pellentesque Street,15
Mrs.,Campaign,Dead,,,Penelope Lane,Y25 9MD,"4148 Id, Rd.",52
Ms.,Cold Call,Recycled,,,Hyatt Robertson,GN5 9GR,Ap #658-9773 Dolor. Rd.,66
Mr.,Email,Recycled,,,Fulton Hall,AW50 4SN,Ap #756-9750 Sollicitudin Ave,412
Mr.,Existing Customer,Assigned,,,Myra Thomas,B0 1YO,478-4309 Ullamcorper. Avenue,530
Ms.,Public Relations,New,,,Hall Peters,R7 8VQ,553-3983 Fermentum Ave,418
Mrs.,Word of mouth,In Process,,,Ferdinand Thornton,ZR31 6GZ,3407 Ad Street,244
Mr.,Web Site,Dead,,,Vielka Tillman,M5F 5AF,9196 Nisi Av.,140
Mr.,Self Generated,In Process,,,Gail Craft,Y00 6KB,"P.O. Box 660, 8826 Pharetra Rd.",317
Mrs.,Email,Dead,,,Ruby Mendez,PH5K 4WB,"P.O. Box 134, 5171 Vel Street",488
Mrs.,Direct Mail,Recycled,,,Ima Benton,UU5 1EC,Ap #313-5853 Id Rd.,362
Mrs.,Partner,In Process,,,Cain Vaughn,V27 5JV,656 Nulla. Av.,220
Ms.,Existing Customer,Converted,,,Nina Tyson,KS5M 3HV,"P.O. Box 276, 100 Ut Ave",4
Mrs.,Email,Recycled,,,Katell Whitehead,R7Q 0WK,"P.O. Box 489, 2567 Hendrerit Av.",499
Mrs.,Existing Customer,New,,,April Navarro,G93 5CK,802-7396 Ridiculus Avenue,460
Ms.,Employee,In Process,,,Basia Delacruz,IS91 7SJ,Ap #263-240 Proin St.,233
Ms.,Other,Converted,,,Slade Nicholson,G06 3YI,"P.O. Box 619, 9663 Ut Street",221
Mr.,Public Relations,Dead,,,Hilary Blankenship,M18 1DD,"5073 Elit, Avenue",197
Mr.,Conference,Recycled,,,Garrett Raymond,A11 0DS,8047 Metus Rd.,417
Mr.,Word of mouth,In Process,,,Kamal Pittman,Q70 5VC,Ap #432-2694 Dolor Ave,490
Mr.,Word of mouth,In Process,,,Chaim Fox,Q29 9OR,579-5738 Lectus St.,186
