LEAD_TITLE,LEAD_SOURCE,LEAD_STATUS,LEAD_ACCOUNT_NAME,LEAD_OPPORTUNITY_NAME,LEAD_FULL_NAME,LEAD_PRIMARY_ADDRESS_POSTCODE,LEAD_PRIMARY_ADDRESS_STREET,STATE_ID
Mrs.,Partner,In Process,,,Quynn Cannon,R3J 5FH,Ap #371-8194 Mattis. Rd.,374
Mrs.,Trade Show,Converted,,,Marsden Newman,YX6 7YV,"P.O. Box 476, 2685 Euismod Ave",418
Ms.,Partner,Recycled,,,Gareth Wilkinson,U5G 3WI,596-7395 Faucibus Avenue,297
Mr.,Word of mouth,Converted,,,Simone Brooks,A22 4TP,"P.O. Box 834, 878 Ultrices St.",228
Mrs.,Public Relations,Assigned,,,Amethyst Dillon,B4S 6CF,8294 Justo. St.,242
Ms.,Public Relations,Recycled,,,Paki Barr,PF6K 3OZ,"9191 Ac, Av.",450
Mr.,Public Relations,New,,,Ivan Wilder,NJ0 3PD,4908 Nunc Avenue,415
Ms.,Word of mouth,New,,,Hyatt Wyatt,OM1T 0VK,Ap #291-6121 Nec Road,16
Mrs.,Campaign,In Process,,,Katell Ortiz,KI79 7NZ,861-4013 Feugiat Rd.,83
Mrs.,Word of mouth,Converted,,,Daryl Marks,IB0 5TB,9036 Arcu. Avenue,403
Mr.,Public Relations,Converted,,,Winter Figueroa,F6 6XC,"P.O. Box 998, 2450 Sem Av.",516
Mrs.,Trade Show,Converted,,,Carter Green,AA0 5NT,"P.O. Box 739, 7572 Tincidunt Rd.",15
Ms.,Employee,Dead,,,Ezekiel Shields,M3D 3IM,785 Orci St.,441
Ms.,Campaign,Converted,,,Noah Hewitt,JW73 2QM,763-143 Molestie Rd.,139
Mr.,Web Site,Assigned,,,Ross Heath,IJ2G 4TB,"P.O. Box 176, 119 Commodo Rd.",87
Mr.,Web Site,Recycled,,,Demetrius Blanchard,Z96 8NW,"P.O. Box 715, 7484 Placerat, Ave",444
Mr.,Partner,Converted,,,Miranda Mcintyre,CG30 5BJ,Ap #102-5034 Dictum Ave,182
Ms.,Cold Call,Converted,,,Cadman Harrell,QJ2K 0EB,2082 Accumsan Avenue,57
Mrs.,Public Relations,Converted,,,Kermit Landry,EW34 7YC,6182 Nulla. Rd.,413
Ms.,Email,Assigned,,,Oren Delacruz,G2Q 8EV,"352-4842 Lacus, Rd.",300
Mr.,Direct Mail,Converted,,,Kareem Booker,KO85 3HX,3624 Auctor Av.,497
Ms.,Email,In Process,,,Indigo Sweeney,ER1V 6QF,934-6223 Neque. St.,196
Mrs.,Trade Show,Converted,,,Davis Reese,W9 8PG,4589 Accumsan Ave,481
Mr.,Trade Show,Assigned,,,Dean Mcconnell,E5 8AB,Ap #920-1710 Orci Street,18
Mrs.,Direct Mail,Converted,,,Cody Parks,TM05 8BS,1078 Neque St.,26
Mr.,Direct Mail,Converted,,,Hyatt Haynes,CB47 2CJ,"4300 Congue, St.",399
Mrs.,Cold Call,Assigned,,,Xander Quinn,IZ62 8KG,Ap #464-513 Morbi Ave,370
Mrs.,Trade Show,Dead,,,Barrett Burns,X0A 2LX,"P.O. Box 506, 8687 Ante Street",97
Ms.,Word of mouth,Dead,,,Benjamin Waller,XF9C 6XH,Ap #562-6606 Dolor. Av.,43
Mrs.,Word of mouth,Assigned,,,Wynne Giles,LW8R 7NH,941-855 Lobortis Street,434
Mrs.,Existing Customer,Dead,,,Noah Leon,A53 7LI,5124 Cras Rd.,370
Mr.,Trade Show,Dead,,,Seth Chambers,I6 8QU,"P.O. Box 521, 1589 Aliquam Road",346
Ms.,Self Generated,New,,,Octavius Dillard,FB8K 0TM,Ap #596-5599 Hendrerit Road,281
Mr.,Partner,Converted,,,Chanda Mathis,YL9J 8BC,717-5014 Sit St.,290
Mr.,Web Site,Assigned,,,Renee Sharp,Q2M 0CW,Ap #221-1515 Tempus Rd.,208
Ms.,Web Site,Converted,,,Claire Drake,OA15 0KM,180 Nibh Road,265
Mrs.,Direct Mail,Converted,,,Quintessa Keith,W03 2QB,935-7287 Sagittis. Street,411
Ms.,Employee,Converted,,,Julian Blair,LJ7B 6IK,Ap #352-6813 Ante Ave,67
Mrs.,Cold Call,Converted,,,Cherokee Chase,GI0Z 9QL,1943 Cursus St.,156
Ms.,Web Site,Converted,,,Francesca Weeks,OP1R 3RS,Ap #469-1547 Enim. Avenue,82
Mrs.,Web Site,Converted,,,Rama Robertson,Q4 2FR,2771 Mi. Avenue,65
Mr.,Conference,Converted,,,Natalie Faulkner,L54 2SK,Ap #911-4706 Eu Ave,359
Ms.,Word of mouth,Assigned,,,Chadwick Best,CN65 1RN,"748-5080 Adipiscing, Road",267
Mrs.,Trade Show,In Process,,,Reese Rhodes,YJ2U 4HP,242-8924 Hendrerit Rd.,282
Ms.,Trade Show,Converted,,,Carlos Kelley,HR42 0ZP,609 Congue. Av.,301
Ms.,Partner,New,,,Darrel Stafford,G29 7RH,Ap #922-663 Sit Road,264
Ms.,Direct Mail,Assigned,,,Yuli Mosley,F5 6XX,"P.O. Box 832, 5303 Suspendisse Avenue",296
Mrs.,Cold Call,Converted,,,Lance Dillard,U8 7ZY,9291 Lacus Street,380
Mr.,Direct Mail,Recycled,,,Kasper Hopkins,Z0T 5YQ,Ap #800-3397 Sit Rd.,499
Ms.,Trade Show,Recycled,,,Graham Carroll,RS2J 8XU,"P.O. Box 268, 4602 Feugiat Ave",81
Ms.,Campaign,Dead,,,Marshall Kim,B8Y 7LD,609-8910 Velit. St.,209
Ms.,Cold Call,Converted,,,Ila Knapp,X6X 1YH,913-2956 Donec St.,432
Ms.,Conference,Converted,,,Sybill Jennings,TB31 0GJ,Ap #715-2828 Mauris Road,267
Mr.,Direct Mail,Assigned,,,Astra Poole,V2 5OM,535-2555 Quisque Road,57
Mrs.,Partner,Converted,,,Lillith Whitfield,A6A 8JA,"P.O. Box 245, 3791 Nulla. Rd.",261
Mrs.,Conference,Converted,,,Anika Leblanc,OY6 6YM,401-5890 Sed Avenue,274
Mrs.,Trade Show,Converted,,,Tobias Horn,SA0 6WU,2107 Odio. Rd.,51
Mr.,Public Relations,Recycled,,,Aidan Livingston,Z0 1YC,"P.O. Box 646, 2552 Ipsum. Rd.",334
Ms.,Partner,Assigned,,,Basia Mclean,K7 5KD,Ap #801-4126 Magna Street,104
Ms.,Email,Converted,,,Forrest Morales,WV53 6WN,9538 Condimentum St.,103
Mrs.,Word of mouth,New,,,Gabriel Flowers,SF99 0LL,"7742 Ornare, Street",231
Ms.,Web Site,Converted,,,Henry Montoya,U4 4GC,440-6512 Tristique Ave,516
Mrs.,Campaign,Converted,,,Xavier Ross,YT0U 0GF,"175-8227 Quis, St.",324
Mr.,Word of mouth,Dead,,,Graiden Hooper,TD1E 7HC,3403 Mauris St.,40
Ms.,Direct Mail,Converted,,,Devin Hickman,C3 8SR,332-3366 In Road,361
Mr.,Trade Show,Recycled,,,Malachi Garcia,DK8O 6SJ,7175 Blandit Road,386
Mr.,Word of mouth,Converted,,,Dawn Cunningham,E0 3ED,Ap #646-9192 Molestie Street,311
Ms.,Trade Show,In Process,,,Gillian Fulton,Z35 7GJ,Ap #435-2137 Nulla. Rd.,433
Mrs.,Conference,Assigned,,,Cara Espinoza,IQ8F 2OO,"201-5150 Amet, St.",113
Mr.,Email,Converted,,,Jeanette Hart,E36 6AQ,206-9310 Proin Rd.,291
Ms.,Web Site,New,,,Byron Barron,U3 3JV,Ap #798-9812 Arcu. Rd.,151
Ms.,Direct Mail,In Process,,,Aretha Bell,GG60 9GY,373-2000 Sed Road,380
Mr.,Public Relations,Dead,,,Vivian Foreman,PJ5 2WB,"P.O. Box 711, 4055 Vestibulum, Av.",385
Mr.,Word of mouth,Converted,,,Signe Wilkinson,QV8A 3JN,"P.O. Box 823, 7592 Pede. Avenue",111
Mr.,Word of mouth,Converted,,,Trevor Fletcher,HZ8B 6IW,"P.O. Box 444, 2450 Elit, Avenue",511
Mr.,Direct Mail,Converted,,,Mufutau Kennedy,JU84 0ZU,318-1486 Primis Road,365
Ms.,Trade Show,Converted,,,Maisie Wood,Y0L 3KI,Ap #187-6102 Massa. St.,463
Mr.,Cold Call,Assigned,,,Clementine Cortez,PV7Q 0FK,"P.O. Box 132, 600 Massa Avenue",393
Mr.,Trade Show,Dead,,,Wade Gonzalez,W2 4ZG,1632 Orci. St.,39
Ms.,Trade Show,Dead,,,Melinda Chaney,S9W 7DR,Ap #351-2009 Scelerisque St.,65
Ms.,Partner,Converted,,,Callum Jennings,PE1 1RO,509-5319 Interdum Avenue,144
Ms.,Word of mouth,Recycled,,,Emerson Calderon,XC5 7KB,4533 Cursus St.,32
Ms.,Cold Call,New,,,Sebastian Best,XF1P 2MT,"P.O. Box 861, 8561 Varius Avenue",88
Ms.,Direct Mail,In Process,,,Whoopi Chandler,Y4V 7IV,"P.O. Box 919, 3563 Eget St.",308
Mr.,Web Site,Converted,,,Kelsie Harmon,V4K 5JO,Ap #873-2202 Diam St.,342
Mr.,Email,Assigned,,,Liberty Miranda,I35 8XT,Ap #981-6883 Sollicitudin St.,88
Mrs.,Trade Show,New,,,Barbara Conner,A84 7MV,4466 Cras St.,198
Mr.,Direct Mail,Recycled,,,Ciaran Fitzgerald,G61 6VQ,"268-6331 Montes, Street",250
Mrs.,Email,Assigned,,,Louis Bowen,U3 2NF,Ap #728-9582 Magna. Rd.,216
Mrs.,Other,Converted,,,Nicole Greene,R1B 7AP,"P.O. Box 982, 1075 Leo. Avenue",164
Mrs.,Word of mouth,Recycled,,,Melanie Crawford,BL7 4LK,"7832 Risus, St.",199
Ms.,Direct Mail,Assigned,,,Devin Summers,IZ8K 6DC,Ap #653-7826 Placerat Av.,160
Mr.,Conference,Recycled,,,Ursa Cameron,XD8F 8UQ,6984 At St.,47
Ms.,Word of mouth,Converted,,,Ginger Jackson,F0 3EI,348-3530 Sit Av.,112
Ms.,Direct Mail,New,,,Wade Mcmahon,LA4 7IF,Ap #464-3125 Erat Rd.,92
Ms.,Campaign,Converted,,,Lael Rosa,W1 7YP,"P.O. Box 935, 2825 Aliquam Road",220
Mrs.,Email,Assigned,,,Dacey Harding,I28 4CH,Ap #328-5804 Id St.,281
Mrs.,Campaign,New,,,Lareina Riley,OD29 1QG,490-4771 Vitae Rd.,2
Mrs.,Trade Show,Recycled,,,Rana Myers,K6N 0GO,3679 Massa St.,31
Mrs.,Direct Mail,Assigned,,,Stephanie Webster,IZ3 1XL,9983 Donec Av.,482
Mr.,Direct Mail,Converted,,,Colt Hodge,P7G 4OH,280-925 Feugiat. St.,185
Ms.,Direct Mail,Dead,,,Lewis Walton,B3N 4BY,Ap #364-3274 Auctor Road,157
Ms.,Cold Call,In Process,,,Alisa Reyes,ZG87 3ZK,323-527 Mollis Rd.,234
Mrs.,Campaign,Converted,,,Colorado Kim,YY23 0MB,Ap #917-341 Nonummy Rd.,127
Mrs.,Public Relations,Dead,,,Odessa Delacruz,Y0 5UL,800-8327 Placerat St.,104
Ms.,Other,Converted,,,Jason Bowen,Z5F 5OD,321-937 Tortor Road,214
Mrs.,Email,Converted,,,Daquan Scott,J88 2JK,"2431 Ut, Avenue",303
Ms.,Trade Show,Converted,,,Louis Clark,TX99 0FH,Ap #665-3963 Enim. Road,485
Mrs.,Web Site,Converted,,,Rashad Spears,J0 1TE,585-3881 Malesuada St.,459
Ms.,Cold Call,Converted,,,Maggie Horton,YE5I 2TC,"Ap #240-3140 Sem, Avenue",235
Mr.,Direct Mail,Converted,,,Rigel Russo,M7 0GD,Ap #489-5076 Sociis St.,168
Ms.,Word of mouth,Converted,,,Renee David,QH88 4SE,872-1052 Dui. Avenue,315
Mrs.,Word of mouth,New,,,Michael Mcgee,V05 5ZS,2743 Dui. Rd.,58
Mr.,Existing Customer,Dead,,,Serina Griffin,Y1 8UO,Ap #840-3128 Fusce Rd.,131
Ms.,Other,Dead,,,Lois Ortega,Z0W 7EK,5632 Turpis St.,103
Mr.,Direct Mail,Converted,,,Ezra Logan,I7Y 8TS,"P.O. Box 233, 889 Pretium Rd.",469
Mrs.,Other,Recycled,,,Asher Lawrence,YX5F 8RS,Ap #811-6976 Nunc Avenue,404
Mrs.,Trade Show,Assigned,,,Lesley Salas,OB35 7KF,6343 Sit Rd.,491
Mr.,Employee,Dead,,,Adrian Hartman,Z58 2LH,"4817 Elit, Ave",292
Mrs.,Conference,Converted,,,Tad Kline,A8 4JI,"Ap #814-9872 Urna, Rd.",47
Mrs.,Public Relations,Assigned,,,Chastity Jefferson,SK46 9IZ,887-1619 Aliquam St.,384
Mrs.,Web Site,Assigned,,,Noah Tran,X94 7CW,680-503 Nunc Avenue,287
Ms.,Campaign,Assigned,,,Walker Middleton,QK7 7CL,5824 Nullam Street,409
Mr.,Public Relations,Assigned,,,Wyatt Harrell,YL6J 6ZT,"P.O. Box 962, 4310 Massa. Rd.",78
Mrs.,Word of mouth,Recycled,,,Yolanda Cole,LL7Z 1LO,712-4629 Pede Road,88
Ms.,Trade Show,Converted,,,Cadman Norman,VU8 8HG,"3174 Tempus, Street",412
Ms.,Campaign,Assigned,,,Shaeleigh Pickett,A60 6QM,1115 Curabitur Ave,265
Ms.,Public Relations,Converted,,,Celeste Fry,M05 1CS,227-5036 Commodo Rd.,207
Mrs.,Other,Recycled,,,Ina Mason,FS28 5OO,320 Orci Avenue,87
Ms.,Word of mouth,Converted,,,Liberty Powell,SO1S 7MM,1680 Nunc Ave,202
Mr.,Direct Mail,Converted,,,Geraldine Morton,O97 4IA,"931-2204 Elementum, St.",244
Mrs.,Partner,Converted,,,Joan Washington,M4 9GZ,Ap #430-1302 Ullamcorper. St.,436
Mr.,Trade Show,Converted,,,Burton Curry,ZR77 3BZ,"P.O. Box 442, 4860 Donec St.",196
Ms.,Word of mouth,Converted,,,Glenna Tyler,P1M 7OU,8546 Tincidunt. Rd.,117
Mr.,Direct Mail,Recycled,,,Robert Pickett,I2M 2GQ,"P.O. Box 368, 1033 Ut St.",401
Mrs.,Trade Show,Converted,,,Lyle Best,FY89 4MR,3365 Rutrum Rd.,323
Mr.,Trade Show,Assigned,,,Hollee Mcfadden,D11 6KS,970-639 Commodo Avenue,239
Mr.,Word of mouth,Converted,,,Brendan Rowland,Q11 6JN,"Ap #499-1388 Lorem, St.",50
Mrs.,Existing Customer,Converted,,,Renee Reid,SA30 4XA,Ap #571-1833 Nibh Av.,462
Mrs.,Trade Show,Dead,,,Wade Hahn,N9 0LS,Ap #689-3195 Est Road,511
Ms.,Web Site,Recycled,,,Jeanette Patton,SJ9D 4GT,3379 Arcu St.,289
Ms.,Cold Call,Recycled,,,Carlos Bailey,J4 9YT,620-2149 Justo Rd.,15
Mr.,Direct Mail,In Process,,,Drew Palmer,IF7 2NM,"P.O. Box 219, 3775 Duis Av.",146
Mr.,Public Relations,Converted,,,Phoebe Richard,MF52 8UL,6426 Sagittis Ave,174
Mr.,Direct Mail,Converted,,,Maisie Avery,WR7N 3EA,Ap #892-382 Non Avenue,468
Ms.,Web Site,New,,,Flavia Butler,FX7 4WN,Ap #621-7645 Commodo Street,216
Ms.,Conference,Converted,,,Piper Weeks,YA7B 6SH,Ap #924-3520 Aliquam St.,106
Mr.,Other,Dead,,,Carson Walton,N6 3NR,"P.O. Box 454, 9332 Nam Rd.",114
Ms.,Email,In Process,,,Deborah Hoffman,BM7 8XK,"P.O. Box 219, 2308 Magnis Rd.",505
Mrs.,Web Site,Converted,,,Dakota Wright,KU4 8ET,"618-1025 Semper, Road",166
Mr.,Web Site,Dead,,,Brody Keller,ZA4 4QL,Ap #661-6926 Dolor. Rd.,328
Mr.,Partner,Converted,,,Kessie Shields,Q0 4KU,Ap #993-9644 Etiam Av.,430
Mrs.,Cold Call,Converted,,,Ira Lucas,Y8 5YZ,"P.O. Box 567, 6394 Donec St.",9
Mrs.,Web Site,Dead,,,Minerva Blake,HW0 7GG,"P.O. Box 681, 5137 Dictum. Rd.",164
Mrs.,Existing Customer,Assigned,,,Hedley Park,X0 3CE,Ap #201-8518 Arcu. Avenue,360
Mr.,Employee,Assigned,,,Lars Herring,XJ57 0OD,"P.O. Box 923, 7885 Vitae Av.",383
Mr.,Trade Show,Converted,,,Leo Kirby,F8U 9KT,"P.O. Box 135, 8405 Molestie St.",9
Ms.,Other,In Process,,,Cody Cross,L37 9IS,9620 Mus. St.,517
Mrs.,Word of mouth,Converted,,,Paki Gallegos,Z0H 7AH,Ap #749-2143 Imperdiet Avenue,208
Ms.,Web Site,Converted,,,Keith Howe,J38 9GB,Ap #442-5195 Parturient Rd.,27
Ms.,Other,Converted,,,Len Herring,I78 7UW,"P.O. Box 614, 9997 Netus Ave",503
Ms.,Web Site,New,,,Chanda Delgado,Q4 7SL,"P.O. Box 238, 9746 Quam Avenue",52
Ms.,Conference,New,,,Nasim Norris,AG5 6RU,5977 Sed Av.,92
Mr.,Public Relations,Dead,,,Geraldine Richards,F5D 4GP,Ap #697-8948 Ut Av.,18
Ms.,Employee,Converted,,,Hyacinth Landry,NL0G 2JF,544-8334 Elementum Avenue,333
Mrs.,Direct Mail,New,,,Delilah Ortiz,HP39 0QS,5177 Consectetuer Road,451
Ms.,Public Relations,Converted,,,Kirk Sellers,ZY1L 2KX,122-3641 Cursus Av.,480
Mr.,Direct Mail,In Process,,,Caldwell Glover,W5Q 3UJ,540-8324 Curabitur Street,122
Ms.,Web Site,In Process,,,Kiara Hahn,GH7S 7DW,Ap #990-1085 Magna. Ave,42
Ms.,Conference,In Process,,,Kasper Watson,KV04 1QV,9395 Quam Street,496
Ms.,Conference,Dead,,,Melinda Mathis,GJ51 5FD,333-1696 Elementum Ave,70
Mr.,Word of mouth,New,,,Naomi Griffin,OI6P 7XE,Ap #752-8387 Nunc Ave,467
Mrs.,Web Site,Assigned,,,Lucy Carlson,U0V 2EP,258-8045 Turpis St.,274
Mr.,Word of mouth,Recycled,,,Shelby Maynard,V6 6XN,208-7784 Ut Avenue,457
Mrs.,Conference,Converted,,,Brendan Juarez,UW86 4CB,"Ap #689-1214 Eleifend, Street",380
Ms.,Trade Show,Converted,,,Eden Maddox,PK8 8PC,"P.O. Box 562, 1788 Quam Rd.",45
Ms.,Direct Mail,Converted,,,Minerva Dennis,FQ2N 9XQ,"P.O. Box 101, 2412 Laoreet Road",14
Mrs.,Employee,In Process,,,Xavier Mcpherson,H3O 6MH,6520 Dapibus Av.,422
Mrs.,Word of mouth,New,,,Roanna Wynn,F8 8DT,"P.O. Box 840, 1061 Non, Rd.",228
Mrs.,Direct Mail,Converted,,,Alfreda Mcdonald,TR9G 0LI,7175 Vitae St.,397
Mrs.,Direct Mail,Converted,,,Daria Preston,JQ10 6ZD,Ap #822-8462 Sem Road,287
Ms.,Web Site,Recycled,,,Armand Jackson,XC9 2LY,8156 Aliquam Street,283
Mr.,Existing Customer,Converted,,,Willow Wilson,X8 7KO,Ap #933-6685 Diam. St.,318
Mr.,Public Relations,Converted,,,Wallace Weber,BT48 3LJ,"P.O. Box 486, 452 Sit Road",223
Mrs.,Word of mouth,Converted,,,Emma Sims,S8 5QI,116-5978 Nulla St.,156
Mr.,Direct Mail,Dead,,,Aiko Shepherd,W95 6HL,"P.O. Box 122, 9306 Libero St.",334
Mr.,Conference,Converted,,,Jolie Harrell,WT4 5PB,Ap #241-6595 Sed Av.,297
Mr.,Web Site,Recycled,,,Karina Turner,L3 5PN,Ap #246-1896 Metus. Rd.,333
Mrs.,Word of mouth,Dead,,,Lane Oconnor,DP36 8BN,819-330 Tortor. Ave,50
Ms.,Word of mouth,Converted,,,Erasmus Clements,C5O 7JH,"P.O. Box 406, 1136 Mi St.",91
Mrs.,Public Relations,New,,,Charles Sutton,XE99 4SS,"P.O. Box 600, 2271 Dui. Avenue",317
Mr.,Trade Show,In Process,,,Kylan Jarvis,F96 5WU,"P.O. Box 175, 8074 Ultrices St.",357
Ms.,Campaign,In Process,,,Christen Harvey,F65 9BA,8032 Ut Street,350
Mr.,Cold Call,Dead,,,Jasmine Hampton,EW4Q 6WH,603 Velit. Rd.,441
Ms.,Word of mouth,In Process,,,Dalton Bean,IO75 2CS,101-9499 Semper St.,112
Ms.,Direct Mail,Converted,,,Alexander Hendrix,P18 9OH,"455-4794 Amet, Road",139
Mr.,Word of mouth,Assigned,,,Hunter Morgan,A6E 9ZG,Ap #353-9860 Ipsum Avenue,433
Ms.,Public Relations,Converted,,,Ann Blanchard,V4K 4UA,"P.O. Box 576, 7368 Ultricies St.",400
Ms.,Trade Show,Assigned,,,Kadeem Bird,R4Z 1EM,"Ap #272-3706 At, Rd.",508
Mr.,Existing Customer,In Process,,,Forrest Trevino,RG9N 4LP,"P.O. Box 750, 7865 Luctus, Avenue",361
Mrs.,Existing Customer,Converted,,,Bianca Lang,J7U 1LD,193-6368 Eu Rd.,346
Mr.,Trade Show,New,,,Yoko Savage,YP5R 1JY,"847-7333 Placerat, Road",72
Ms.,Cold Call,Assigned,,,Hiram Alston,BN0 9NT,6212 Enim. St.,135
Ms.,Public Relations,Recycled,,,Bevis Simpson,V4H 5DN,"P.O. Box 677, 9212 Integer Rd.",391
Ms.,Email,Converted,,,Scarlett Torres,JH0 7KN,2235 Phasellus Rd.,490
Mrs.,Email,Converted,,,Ainsley Rivera,G4L 9MV,7990 Diam Av.,169
Ms.,Cold Call,In Process,,,Dante Ramos,O1K 0GZ,3473 Et Rd.,500
Mr.,Campaign,Assigned,,,Dora Mckinney,ME92 1ER,"P.O. Box 944, 7622 In Rd.",62
Ms.,Word of mouth,Dead,,,Anika Thompson,FH3F 9HX,Ap #414-4292 Dapibus Rd.,161
Mr.,Cold Call,Assigned,,,Cassandra Castaneda,E53 0UB,"P.O. Box 920, 9190 Laoreet Rd.",226
Ms.,Direct Mail,New,,,Hilel Gardner,XH0 6JM,"P.O. Box 214, 1363 Urna St.",380
Mr.,Direct Mail,Converted,,,Brent Daugherty,K4V 0ZA,"P.O. Box 552, 798 Sed Road",529
Mrs.,Word of mouth,In Process,,,Shafira Cruz,JF3 4HZ,9483 Consectetuer Av.,2
Mrs.,Cold Call,In Process,,,Bell Velazquez,V76 9BM,Ap #138-2300 Aliquam Rd.,285
Mrs.,Direct Mail,Converted,,,Donovan Gregory,B1 5TY,2090 Egestas Street,273
Mr.,Public Relations,Dead,,,Kevyn Sheppard,L66 3UD,"P.O. Box 266, 8019 Egestas. Ave",273
Mr.,Conference,In Process,,,Yardley Arnold,SS0 3WU,"P.O. Box 609, 8394 Ac Street",47
Mr.,Cold Call,Converted,,,Katell Paul,TO40 6ON,744-330 Nunc Rd.,2
Mrs.,Direct Mail,Recycled,,,Gannon Rasmussen,L99 2EU,966-4592 A Ave,31
Mrs.,Trade Show,In Process,,,Chanda Mcbride,P7 3BU,Ap #540-2843 Purus Av.,297
Ms.,Direct Mail,New,,,Roanna Hebert,D09 7KT,1619 Nisl Rd.,212
Ms.,Direct Mail,In Process,,,Acton Jacobson,D1 7LN,Ap #812-3925 Quis Avenue,374
Mrs.,Cold Call,Converted,,,Quinlan Gilbert,T4L 1NK,546-2966 Ut St.,151
Ms.,Trade Show,Dead,,,Cherokee Franks,N6 6NN,473 Magnis St.,222
Mrs.,Trade Show,Converted,,,Jordan Lawson,H5I 2RT,"Ap #862-9818 Risus, St.",342
Ms.,Conference,Converted,,,Tanner Thomas,RC1 3ZI,"P.O. Box 352, 8190 Egestas. St.",471
Mrs.,Trade Show,Dead,,,Theodore Ross,F5R 0EH,Ap #529-3072 Quam Rd.,102
Mrs.,Cold Call,New,,,Darrel Bradshaw,B7 9YZ,Ap #926-5672 Integer Avenue,22
Mr.,Trade Show,Converted,,,Kaitlin Shaw,NC41 2NI,784-5124 Tellus Rd.,293
Mr.,Other,In Process,,,Briar Dale,RM7 4TT,"P.O. Box 597, 9664 Sed St.",401
Mrs.,Campaign,Converted,,,Alfreda Livingston,J4 0ZE,"P.O. Box 981, 7224 Volutpat Rd.",485
Mrs.,Campaign,Recycled,,,Cullen Dickerson,RU9U 7OJ,1888 Tellus. Ave,215
Mr.,Word of mouth,In Process,,,Camilla Nichols,U39 6PY,"P.O. Box 454, 6599 Erat, Street",485
Ms.,Trade Show,Assigned,,,Skyler Richard,PZ2E 5YL,5683 Feugiat St.,143
Ms.,Partner,Dead,,,Lyle Clements,B9 8JX,920-8574 Diam Rd.,381
Mrs.,Conference,Converted,,,Cassady Klein,C84 4VR,463-2683 Aptent Avenue,196
Mrs.,Cold Call,Converted,,,Patrick James,Y18 0KV,1902 Tempor Rd.,531
Mr.,Public Relations,In Process,,,Uma Wilson,L71 3YL,Ap #423-7379 Natoque Rd.,463
Mrs.,Web Site,Converted,,,Quinn Reynolds,VB4G 8QY,2145 Pellentesque St.,153
Mr.,Email,Converted,,,Jerome Lindsay,WE2 6AX,1472 Odio. Rd.,243
Mr.,Web Site,Converted,,,Chelsea Reid,HL54 6AA,Ap #715-7796 Proin St.,78
Mrs.,Conference,Assigned,,,Isaiah Browning,L62 3GD,Ap #675-2995 Mollis St.,409
Mr.,Campaign,In Process,,,Sybill Buckner,TF4 4RD,Ap #628-6883 Diam. Rd.,215
Mrs.,Campaign,Converted,,,Hoyt Doyle,E51 1SV,263 Netus Ave,309
Mrs.,Conference,Converted,,,Uriel Henderson,L7 4TC,764-7438 Ornare Road,282
Ms.,Conference,In Process,,,Allegra Stephens,AC60 0TO,Ap #612-5673 Semper St.,379
Ms.,Email,Dead,,,Norman Peters,T6C 7OO,"2613 Ut, Rd.",44
Mrs.,Partner,New,,,Patricia Rodgers,AM9E 6QU,Ap #765-8660 Eget St.,444
Mr.,Cold Call,Recycled,,,Lucius Foster,F9 1KZ,Ap #449-6724 Magnis St.,170
Mrs.,Campaign,Dead,,,Lacey Mitchell,R8N 8WE,"P.O. Box 617, 1844 Fermentum Rd.",63
Mrs.,Conference,Dead,,,Ryder Cortez,L77 9VU,724-9945 Sed St.,472
Mr.,Conference,Converted,,,Candace Hays,MW5U 6AF,"P.O. Box 218, 1943 Pellentesque Ave",118
Mr.,Public Relations,Recycled,,,Beck Wynn,A01 6ZM,560 Quam Av.,248
Mrs.,Public Relations,Converted,,,Desiree Thornton,A56 3YV,"P.O. Box 602, 9158 Ultricies Rd.",485
Ms.,Campaign,Dead,,,Fredericka Wise,GC73 7CU,9670 Interdum. Ave,446
Ms.,Web Site,Converted,,,Wynne Garza,L33 5IM,1945 Duis Rd.,275
Mr.,Direct Mail,Recycled,,,Zachery Roberts,WD5 8VJ,"137 Id, Road",100
Mr.,Email,Converted,,,Amelia Clements,WO3 1ZD,Ap #848-5634 Ridiculus Ave,71
Ms.,Direct Mail,New,,,Liberty Waters,E00 7VX,Ap #985-3559 Elementum Rd.,450
Ms.,Web Site,Dead,,,Lance Mullins,G35 0XM,Ap #980-3264 Pede. St.,329
Mr.,Web Site,Converted,,,Rogan Henry,EL8N 3DE,"6749 Quis, Ave",41
Mrs.,Web Site,In Process,,,Wanda Tucker,HI44 8EC,229-7279 Hendrerit Rd.,174
Mr.,Conference,In Process,,,Rafael Key,P0 8HA,Ap #158-7570 Semper Av.,444
Mrs.,Cold Call,Dead,,,Shea Copeland,K73 7FS,Ap #325-1161 Nisi Ave,105
Mr.,Partner,Converted,,,Velma Randolph,M86 1CR,"P.O. Box 773, 9806 Velit Av.",256
Mr.,Word of mouth,Converted,,,Camden Ellis,S6H 3MA,"P.O. Box 632, 147 Quis Road",61
Mr.,Conference,Recycled,,,Ronan Preston,CW9Q 2ND,905-3370 Enim. Road,90
Mr.,Email,Dead,,,Imani Carr,E23 9CB,Ap #685-3182 Facilisis Av.,498
Mrs.,Campaign,Converted,,,Forrest Mcintosh,OA64 0BA,134-9592 Enim St.,330
Mrs.,Public Relations,New,,,Kuame Trujillo,F4X 3WP,220-3081 Orci Road,256
